"GEOID","RPL_theme1","RPL_theme2","RPL_theme3","RPL_theme4","RPL_themes","year","state"
"23518",0.5899,0.5202,0.8573,0.7753,0.8079,2018,"VA"
"23523",0.9955,0.8539,0.573,0.8,0.9573,2018,"VA"
"23551",0.1067,0,0.4775,0.1831,0.0348,2018,"VA"
"23601",0.5236,0.5854,0.7978,0.8382,0.8067,2018,"VA"
"23602",0.4483,0.7225,0.9,0.8831,0.8461,2018,"VA"
"23603",0.8315,0.7933,0.8551,0.7888,0.9315,2018,"VA"
"23604",0.7079,0.1865,0.8112,0.6663,0.7079,2018,"VA"
"23605",0.7584,0.8438,0.8989,0.9416,0.9562,2018,"VA"
"23606",0.5539,0.3787,0.8079,0.9742,0.8517,2018,"VA"
"23607",0.9449,0.9393,0.8326,0.9809,0.9966,2018,"VA"
"23608",0.6854,0.791,0.9551,0.891,0.9371,2018,"VA"
"23651",0.0393,0.7573,0.2337,0.4,0.2,2018,"VA"
"23661",0.7371,0.5045,0.7809,0.8787,0.8708,2018,"VA"
"23662",0.2169,0.609,0.4708,0.4618,0.3539,2018,"VA"
"23663",0.8483,0.8584,0.8629,0.8135,0.9416,2018,"VA"
"23664",0.3045,0.3393,0.6483,0.5899,0.4764,2018,"VA"
"23665",0.6011,0.5169,0.7124,0.7258,0.7416,2018,"VA"
"23666",0.5843,0.6416,0.9225,0.8708,0.8831,2018,"VA"
"23669",0.6472,0.7382,0.8685,0.9135,0.9146,2018,"VA"
"23690",0.491,0.7034,0.7124,0.8067,0.7831,2018,"VA"
"23691",0.1562,0.636,0,0,0.0539,2018,"VA"
"23692",0.2449,0.6775,0.6337,0.6472,0.5494,2018,"VA"
"23693",0.1674,0.5056,0.8258,0.4169,0.3888,2018,"VA"
"23696",0.2955,0.5888,0.4719,0.2079,0.2584,2018,"VA"
"23701",0.7876,0.5944,0.9101,0.8258,0.909,2018,"VA"
"23702",0.9438,0.827,0.8955,0.827,0.9742,2018,"VA"
"23703",0.3831,0.5978,0.7899,0.7022,0.6899,2018,"VA"
"23704",0.9326,0.8596,0.8787,0.9652,0.9888,2018,"VA"
"23707",0.8933,0.8831,0.764,0.8865,0.9629,2018,"VA"
"23708",0.0933,0,0.5326,0.182,0.0382,2018,"VA"
"23709",0.0607,0,0.509,0.1831,0.0337,2018,"VA"
"23801",0.5798,0.5416,0.8921,0.5045,0.6888,2018,"VA"
"23803",0.9213,0.882,0.9236,0.9584,0.9921,2018,"VA"
"23805",0.6584,0.7056,0.8011,0.8989,0.8921,2018,"VA"
"23806",0.5124,0.0169,0.5753,0.1831,0.1067,2018,"VA"
"23821",0.6876,0.9191,0.7584,0.7843,0.8933,2018,"VA"
"23824",0.7607,0.9303,0.8191,0.9831,0.9753,2018,"VA"
"23827",0.7865,0.6966,0.4865,0.709,0.7843,2018,"VA"
"23828",0.5,0.3461,0.3775,0.1618,0.2596,2018,"VA"
"23829",0.7944,0.2236,0.4483,0.6517,0.6326,2018,"VA"
"23830",0.5629,0.8955,0.4854,0.2809,0.5045,2018,"VA"
"23831",0.2966,0.5843,0.791,0.7483,0.664,2018,"VA"
"23832",0.3921,0.4618,0.8764,0.6303,0.6438,2018,"VA"
"23833",0.8281,0.8202,0.2921,0.6056,0.727,2018,"VA"
"23834",0.6326,0.8742,0.7831,0.7,0.8382,2018,"VA"
"23836",0.2202,0.3281,0.7843,0.5809,0.473,2018,"VA"
"23837",0.6022,0.8607,0.4528,0.8944,0.827,2018,"VA"
"23838",0.1348,0.2258,0.536,0.2843,0.173,2018,"VA"
"23839",0.7258,0.2045,0.4258,0.4303,0.4562,2018,"VA"
"23840",0.8708,0.1348,0.3292,0.6584,0.6011,2018,"VA"
"23841",0.4371,0.6393,0.3652,0.5933,0.5236,2018,"VA"
"23842",0.2225,0.2663,0.6022,0.5551,0.364,2018,"VA"
"23843",0.5921,0.309,0.9573,0.5427,0.6933,2018,"VA"
"23844",0.6045,0.5438,0.5584,0.3753,0.5056,2018,"VA"
"23845",0.2674,0.2629,0.2944,0.3157,0.1888,2018,"VA"
"23846",0.5607,0.2404,0.3146,0.4551,0.3674,2018,"VA"
"23847",0.9865,0.6764,0.7775,0.9944,0.9944,2018,"VA"
"23850",0.6382,0.3416,0.3742,0.1438,0.2899,2018,"VA"
"23851",0.8157,0.909,0.727,0.8034,0.927,2018,"VA"
"23856",0.8124,0.4258,0.5652,0.4787,0.6416,2018,"VA"
"23857",0.0753,0.3236,0,0.1303,0.0573,2018,"VA"
"23860",0.8831,0.8573,0.8933,0.9483,0.9843,2018,"VA"
"23866",0.5371,0.9169,0.391,0.2506,0.4584,2018,"VA"
"23867",0.5416,0.9236,0.8236,0.664,0.8169,2018,"VA"
"23868",0.9809,0.782,0.8461,0.9461,0.9933,2018,"VA"
"23872",0.4809,0.2315,0.7157,0.527,0.5124,2018,"VA"
"23874",0.3753,0.7798,0.3506,0.3955,0.4079,2018,"VA"
"23875",0.6674,0.773,0.7124,0.6135,0.7674,2018,"VA"
"23876",0.4135,0.4719,0.4551,0.1045,0.2292,2018,"VA"
"23878",0.464,0.6067,0.309,0.2315,0.3034,2018,"VA"
"23879",0.4191,0.1944,0.5258,0.1742,0.2247,2018,"VA"
"23881",0.6461,0.9584,0.4888,0.4753,0.7022,2018,"VA"
"23882",0.7809,0.8843,0.5247,0.5888,0.782,2018,"VA"
"23883",0.6337,0.2247,0.4764,0.2056,0.3079,2018,"VA"
"23884",0.2663,0.0472,0.5124,0.1764,0.0955,2018,"VA"
"23885",0.5528,0.7944,0.2876,0.3213,0.4258,2018,"VA"
"23887",0.0449,0.8652,0.418,0.1652,0.1697,2018,"VA"
"23888",0.8775,0.9528,0.4067,0.8146,0.9112,2018,"VA"
"23889",0.7753,0.9798,0.5573,0.3506,0.7315,2018,"VA"
"23890",0.8011,0.9719,0.8584,0.9787,0.9876,2018,"VA"
"23891",0.5022,0.0112,0.9303,0.1831,0.1663,2018,"VA"
"23893",0.6213,0.4607,0.3393,0.1348,0.291,2018,"VA"
"23894",0.6393,0.9685,0.3787,0.0978,0.4225,2018,"VA"
"23897",0.7596,0.7472,0.4315,0.3652,0.5955,2018,"VA"
"23898",0.2382,0.2966,0.2921,0.4315,0.2461,2018,"VA"
"23899",0.9281,0.6112,0.3022,0.1573,0.4854,2018,"VA"
"23901",0.8034,0.2067,0.8326,0.9348,0.8775,2018,"VA"
"23909",0.2978,0.0146,0.2809,0.1831,0.0472,2018,"VA"
"23915",0.6921,0.091,0.7404,0.6933,0.6225,2018,"VA"
"23917",0.8146,0.8247,0.9067,0.8551,0.9438,2018,"VA"
"23919",0.3876,0.9022,0.2831,0.3966,0.4337,2018,"VA"
"23920",0.7517,0.6584,0.4843,0.5101,0.6629,2018,"VA"
"23921",0.8607,0.6944,0.3674,0.6831,0.773,2018,"VA"
"23922",0.9517,0.7506,0.8528,0.8393,0.9685,2018,"VA"
"23923",0.5562,0.6056,0.5989,0.7382,0.7146,2018,"VA"
"23924",0.8292,0.9034,0.4494,0.8787,0.9022,2018,"VA"
"23927",0.3966,0.6685,0.5854,0.8472,0.7202,2018,"VA"
"23930",0.7056,0.8124,0.7371,0.5022,0.7494,2018,"VA"
"23934",0.5596,0.9978,0.436,0.5247,0.7618,2018,"VA"
"23936",0.9225,0.6404,0.7225,0.9876,0.9719,2018,"VA"
"23937",0.9697,0.9787,0.4191,0.5124,0.882,2018,"VA"
"23938",0.1652,0.436,0.2157,0.2966,0.1573,2018,"VA"
"23942",0.8112,0.3888,0.2539,0.5112,0.5517,2018,"VA"
"23943",0.0169,0.0809,0.1966,0.173,0.0303,2018,"VA"
"23944",0.7921,0.9876,0.8225,0.9056,0.9798,2018,"VA"
"23947",0.8169,0.7393,0.6202,0.8079,0.8798,2018,"VA"
"23950",0.8865,0.9809,0.7719,0.9955,0.9955,2018,"VA"
"23952",0.7202,0.1438,0.1404,0.0629,0.1303,2018,"VA"
"23954",0.7685,0.9607,0.4933,0.7236,0.8539,2018,"VA"
"23958",0.909,0.9112,0.7382,0.673,0.9191,2018,"VA"
"23959",0.7191,0.3034,0.3955,0.2112,0.3337,2018,"VA"
"23960",0.7416,0.7135,0.9135,0.236,0.6393,2018,"VA"
"23962",0.9022,0.8022,0.4034,0.4404,0.7157,2018,"VA"
"23963",0.1146,0.8921,0.3708,0.1989,0.2079,2018,"VA"
"23964",0.8573,0.7955,0.4584,0.7584,0.8483,2018,"VA"
"23966",0.5933,0.682,0.4202,0.6101,0.6258,2018,"VA"
"23967",0.5191,0.9708,0.318,0.218,0.4247,2018,"VA"
"23968",0.8674,0.2876,0.7393,0.2146,0.5281,2018,"VA"
"23970",0.8202,0.9831,0.4326,0.8607,0.9247,2018,"VA"
"23974",0.9393,0.7685,0.7213,0.991,0.9865,2018,"VA"
"23976",0.9876,0.4416,0.4517,0.2876,0.6596,2018,"VA"
"24011",0.1888,0.0157,0.2966,0.6787,0.1326,2018,"VA"
"24012",0.8539,0.7876,0.8146,0.9258,0.9528,2018,"VA"
"24013",0.9573,0.9404,0.6213,0.8618,0.973,2018,"VA"
"24014",0.4034,0.6719,0.5483,0.8124,0.6966,2018,"VA"
"24015",0.3652,0.5011,0.7494,0.8169,0.7101,2018,"VA"
"24016",0.8876,0.2831,0.9213,0.9382,0.936,2018,"VA"
"24017",0.9427,0.8775,0.927,0.9079,0.991,2018,"VA"
"24018",0.2056,0.5809,0.6629,0.727,0.5629,2018,"VA"
"24019",0.2157,0.4315,0.709,0.6247,0.4865,2018,"VA"
"24020",0.2652,0.0427,0.3348,0.1775,0.073,2018,"VA"
"24053",0.9124,0.818,0.7348,0.309,0.7528,2018,"VA"
"24054",0.964,0.8449,0.7472,0.5978,0.9213,2018,"VA"
"24055",0.9584,0.7607,0.5888,0.9719,0.9697,2018,"VA"
"24058",0.6562,0.6663,0,0.1169,0.2607,2018,"VA"
"24059",0.227,0.7404,0.1843,0,0.0798,2018,"VA"
"24060",0.6506,0.0348,0.6708,0.9449,0.6798,2018,"VA"
"24064",0.2719,0.3944,0.1742,0.7213,0.3685,2018,"VA"
"24065",0.2292,0.1472,0.1562,0.4101,0.1393,2018,"VA"
"24066",0.5337,0.5966,0.4539,0.5067,0.536,2018,"VA"
"24067",0.2787,0.8146,0.2303,0.3989,0.3247,2018,"VA"
"24069",0.8764,0.2551,0.9494,0.5191,0.7798,2018,"VA"
"24070",0.2854,0.5247,0.1034,0.4281,0.2528,2018,"VA"
"24072",0.1101,0.0989,0.2371,0.4472,0.1124,2018,"VA"
"24073",0.3011,0.4865,0.5663,0.7629,0.5831,2018,"VA"
"24076",0.9,0.8416,0.0944,0.4326,0.6202,2018,"VA"
"24077",0.6371,0.9865,0.6449,0.7169,0.8787,2018,"VA"
"24078",0.9191,0.9056,0.6978,0.6652,0.9157,2018,"VA"
"24079",0.3708,0.3843,0.2034,0.2101,0.1719,2018,"VA"
"24082",0.4764,0.4045,0.4225,0.3067,0.3371,2018,"VA"
"24083",0.2,0.6978,0.4573,0.5966,0.4461,2018,"VA"
"24084",0.6112,0.7022,0.5157,0.864,0.7989,2018,"VA"
"24085",0.7831,0.6742,0.2247,0.6281,0.6494,2018,"VA"
"24086",0.3348,0.9438,0,0.1966,0.2438,2018,"VA"
"24087",0.7483,0.673,0.1764,0.5742,0.5944,2018,"VA"
"24088",0.8888,0.2292,0.273,0.6955,0.6562,2018,"VA"
"24089",0.6472,0.9506,0.3854,0.6843,0.7663,2018,"VA"
"24090",0.2607,0.6022,0.1663,0.6798,0.3831,2018,"VA"
"24091",0.436,0.6865,0.4978,0.791,0.6944,2018,"VA"
"24092",0.6247,0.6427,0.2596,0.4124,0.4607,2018,"VA"
"24093",0.6157,0.1213,0,0.2225,0.1596,2018,"VA"
"24095",0.427,0.3337,0.5011,0.2337,0.2854,2018,"VA"
"24101",0.5831,0.5157,0.4719,0.1247,0.3135,2018,"VA"
"24102",0.791,0.573,0.0888,0.509,0.5303,2018,"VA"
"24104",0.1427,0.7483,0.2461,0.6157,0.3618,2018,"VA"
"24105",0.2809,0.8551,0,0.3101,0.2551,2018,"VA"
"24112",0.8944,0.9225,0.7708,0.8629,0.9652,2018,"VA"
"24120",0.7067,0.6472,0.1382,0.3674,0.4326,2018,"VA"
"24121",0.3449,0.5618,0.2045,0.7416,0.4798,2018,"VA"
"24122",0.3663,0.5573,0.3663,0.3247,0.3191,2018,"VA"
"24124",0.7494,0.9652,0.1461,0.4888,0.6337,2018,"VA"
"24127",0.3371,0.5281,0.3292,0.7337,0.5067,2018,"VA"
"24128",0.2742,0.2494,0.4438,0.1596,0.1494,2018,"VA"
"24130",0,0,0,0,0,2018,"VA"
"24131",0.0157,0.0584,0.327,0,0.0112,2018,"VA"
"24132",0.8506,0.9966,0.1944,0.3921,0.7348,2018,"VA"
"24133",0.6202,0.8888,0.1596,0.5483,0.5843,2018,"VA"
"24134",0.5573,0.9764,0.5562,0.7472,0.818,2018,"VA"
"24136",0.4225,0.3348,0.3876,0.5494,0.4292,2018,"VA"
"24137",0.3483,0.7854,0.2169,0.964,0.6854,2018,"VA"
"24138",0.4213,0.0449,0.1596,0.2258,0.0899,2018,"VA"
"24139",0.3764,0.4213,0.2775,0.3494,0.2809,2018,"VA"
"24141",0.6966,0.1551,0.4674,0.8449,0.6831,2018,"VA"
"24142",0.4955,0.0202,0.7865,0.1831,0.1472,2018,"VA"
"24147",0.3191,0.9472,0.1506,0.9798,0.7236,2018,"VA"
"24148",0.8438,0.9135,0.7079,0.7348,0.9101,2018,"VA"
"24149",0.5348,0.5494,0.1708,0.2067,0.2539,2018,"VA"
"24150",0.6303,0.2843,0,0.3124,0.2742,2018,"VA"
"24151",0.8393,0.8528,0.6843,0.9618,0.9506,2018,"VA"
"24153",0.4247,0.4483,0.5607,0.8292,0.673,2018,"VA"
"24161",0.4708,0.9854,0.3438,0.6213,0.6989,2018,"VA"
"24162",0.636,0.2775,0.636,0.4899,0.5539,2018,"VA"
"24165",0.8921,0.8112,0.309,0.4494,0.6865,2018,"VA"
"24167",0.3596,0.3517,0.1843,0.1685,0.1416,2018,"VA"
"24168",0.8528,0.664,0,0.2955,0.4449,2018,"VA"
"24171",0.8596,0.6618,0.5382,0.9663,0.9236,2018,"VA"
"24174",0.8809,0.7562,0.5045,0.6112,0.8022,2018,"VA"
"24175",0.2258,0.3697,0.4719,0.4067,0.2933,2018,"VA"
"24176",0.1607,0.2337,0.209,0.2303,0.0989,2018,"VA"
"24179",0.4506,0.8079,0.4697,0.7652,0.709,2018,"VA"
"24184",0.5697,0.8562,0.5067,0.2315,0.4708,2018,"VA"
"24185",0.2213,0.191,0.5169,0.1517,0.136,2018,"VA"
"24201",0.8348,0.9562,0.5022,0.8652,0.9292,2018,"VA"
"24202",0.7213,0.9326,0.409,0.6011,0.7461,2018,"VA"
"24210",0.7539,0.6315,0.3876,0.873,0.8112,2018,"VA"
"24211",0.3213,0.4281,0.1326,0.6685,0.3629,2018,"VA"
"24216",0.9888,0.9742,0.1888,0.7124,0.9034,2018,"VA"
"24217",0.9966,0.991,0,0.1191,0.6663,2018,"VA"
"24219",0.918,0.8393,0.5213,0.9753,0.9607,2018,"VA"
"24220",0.6685,0.9348,0.1034,0.1427,0.3551,2018,"VA"
"24221",0.9539,0.7652,0,0.3753,0.6101,2018,"VA"
"24224",0.9562,0.864,0.1629,0.682,0.8191,2018,"VA"
"24225",0.9753,0.5292,0.1809,0.6742,0.7652,2018,"VA"
"24226",0.6416,0.8,0.1157,0.5944,0.5787,2018,"VA"
"24228",0.8787,0.9258,0.3618,0.9045,0.9202,2018,"VA"
"24230",0.9787,0.9663,0.4472,0.9899,0.9899,2018,"VA"
"24236",0.927,0.9753,0.109,0.6944,0.8326,2018,"VA"
"24237",0.9663,0.8034,0.2225,0.2528,0.6124,2018,"VA"
"24239",0.9551,0.2607,0,0.0742,0.2787,2018,"VA"
"24243",0.5888,0.9483,0.2045,0.6067,0.6371,2018,"VA"
"24244",0.9607,0.7978,0.3809,1,0.9809,2018,"VA"
"24245",0.8966,0.7966,0.0966,0.5281,0.6674,2018,"VA"
"24246",0.7562,0.0843,0,0.1607,0.1551,2018,"VA"
"24248",0.9045,0.6135,0.118,0.4427,0.5798,2018,"VA"
"24250",0.8955,0.6843,0.091,0.2371,0.4528,2018,"VA"
"24251",0.718,0.8169,0.3573,0.6888,0.736,2018,"VA"
"24256",0.973,0.5393,0.1506,0.9966,0.9169,2018,"VA"
"24258",0.6831,0.6045,0,0.4146,0.4056,2018,"VA"
"24260",0.9528,0.9416,0.1292,0.8225,0.891,2018,"VA"
"24263",0.9685,0.9539,0.1157,0.736,0.8719,2018,"VA"
"24265",0.9506,0.6708,0,0.1551,0.4404,2018,"VA"
"24266",0.7247,0.6449,0.3573,0.882,0.7966,2018,"VA"
"24269",0.9921,0.8966,0.1573,0.7,0.8697,2018,"VA"
"24270",0.4461,0.0404,0,0,0.036,2018,"VA"
"24271",0.7966,0.4101,0.627,0.3719,0.5966,2018,"VA"
"24272",0.818,0.7236,0.091,0.4427,0.5472,2018,"VA"
"24273",0.9719,0.9697,0.191,0.9629,0.9551,2018,"VA"
"24277",0.9798,0.3933,0.6607,0.9708,0.9584,2018,"VA"
"24279",0.9236,0.8708,0.2584,0.8045,0.8674,2018,"VA"
"24280",0.7719,0.927,0.091,0.3,0.4955,2018,"VA"
"24281",0.936,0.6888,0.0989,0.3708,0.5876,2018,"VA"
"24282",0.9944,0.4371,0,0.2539,0.5101,2018,"VA"
"24283",0.9337,0.918,0.1787,0.5831,0.7719,2018,"VA"
"24290",0.8854,0.7461,0.2124,0.9022,0.8494,2018,"VA"
"24292",0.9899,0.9157,0.2045,0.3607,0.7427,2018,"VA"
"24293",0.8326,0.7596,0.3933,0.9607,0.8978,2018,"VA"
"24301",0.8247,0.6888,0.5798,0.7921,0.8562,2018,"VA"
"24311",0.8809,0.873,0.6382,0.5506,0.8371,2018,"VA"
"24312",0.7461,0.9517,0.2202,0.4809,0.6449,2018,"VA"
"24313",0.9742,0.8674,0.2719,0.3472,0.7191,2018,"VA"
"24314",0.5708,0.5921,0.1326,0.9843,0.7258,2018,"VA"
"24315",0.5382,0.536,0.164,0.8933,0.6348,2018,"VA"
"24316",NA,NA,NA,NA,NA,2018,"VA"
"24317",0.6787,0.7719,0.0989,0.4697,0.4944,2018,"VA"
"24318",0.4966,0.427,0.1202,0.3517,0.2865,2018,"VA"
"24319",0.7449,0.8483,0.4045,0.9292,0.8764,2018,"VA"
"24322",0.6067,0.3854,0,0.0876,0.1584,2018,"VA"
"24323",0.3584,0.8191,0.2629,0.127,0.2326,2018,"VA"
"24324",0.4787,0.4921,0.1236,0.2427,0.2472,2018,"VA"
"24325",0.8551,0.3258,0.582,0.4629,0.6315,2018,"VA"
"24326",0.7034,0.6258,0.5236,0.3382,0.5404,2018,"VA"
"24328",0.5225,0.691,0.1404,0.2517,0.3056,2018,"VA"
"24330",0.9629,0.6382,0.5191,0.782,0.9056,2018,"VA"
"24333",0.8742,0.9247,0.6933,0.8978,0.9517,2018,"VA"
"24340",0.864,0.8292,0.536,0.473,0.7506,2018,"VA"
"24343",0.7674,0.8472,0.4831,0.8213,0.8551,2018,"VA"
"24347",0.5955,0.2303,0.509,0.5719,0.5146,2018,"VA"
"24348",0.8652,0.5348,0.5685,0.9326,0.8955,2018,"VA"
"24350",0.7989,0.5753,0.1101,0.3416,0.4348,2018,"VA"
"24351",0.991,0.6697,0,0.6,0.7551,2018,"VA"
"24352",0.5854,0.3966,0.4202,0.6169,0.564,2018,"VA"
"24354",0.7933,0.8944,0.409,0.9506,0.9135,2018,"VA"
"24360",0.6348,0.6292,0.1371,0.3573,0.3854,2018,"VA"
"24361",0.9157,0.773,0.218,0.5517,0.7225,2018,"VA"
"24363",0.6697,0.4124,0.182,0.7596,0.6022,2018,"VA"
"24366",0.673,0.7764,0.1326,0.118,0.3,2018,"VA"
"24368",0.6225,0.8135,0.1506,0.373,0.4472,2018,"VA"
"24370",0.9247,0.9427,0.4135,0.6607,0.8742,2018,"VA"
"24374",0.4719,0.327,0.118,0.6348,0.3865,2018,"VA"
"24375",0.8584,0.8517,0.4955,0.7955,0.8888,2018,"VA"
"24377",0.3742,0.6921,0,0.2674,0.236,2018,"VA"
"24378",0.8213,0.7326,0.1404,0.5146,0.6056,2018,"VA"
"24380",0.8225,0.3427,0.6011,0.2461,0.5022,2018,"VA"
"24381",0.2775,0.5629,0.1472,0.573,0.3292,2018,"VA"
"24382",0.7281,0.836,0.4427,0.9404,0.8809,2018,"VA"
"24401",0.4303,0.6652,0.6472,0.8303,0.7472,2018,"VA"
"24411",0.4382,0.0708,0,0,0.0404,2018,"VA"
"24412",0,0.4674,0,0,0.018,2018,"VA"
"24413",0.218,0.1831,0,0.0674,0.0506,2018,"VA"
"24415",0,0,0,0,0,2018,"VA"
"24416",0.727,0.391,0.2281,0.7944,0.6607,2018,"VA"
"24421",0.2371,0.4944,0.1146,0.3393,0.1854,2018,"VA"
"24422",0.8989,0.8978,0.4888,0.9315,0.9404,2018,"VA"
"24426",0.5753,0.682,0.2292,0.7989,0.6618,2018,"VA"
"24430",0.9843,0.1191,0.7494,0.8809,0.8989,2018,"VA"
"24431",0.7146,0.9202,0.1472,0.427,0.5506,2018,"VA"
"24432",0.2045,0.2697,0.2404,0.2944,0.1427,2018,"VA"
"24433",0.4596,0.2124,0,0.0989,0.1034,2018,"VA"
"24435",0.2022,0.1247,0.1843,0.1067,0.0607,2018,"VA"
"24437",0.382,0.9371,0.1292,0.2202,0.2888,2018,"VA"
"24439",0.5978,0.5236,0.3921,0.3315,0.4157,2018,"VA"
"24440",0.7528,0.1753,0.1764,0.5236,0.4236,2018,"VA"
"24441",0.536,0.2921,0.4876,0.4719,0.4483,2018,"VA"
"24442",0.6989,0.073,0,0.5652,0.3146,2018,"VA"
"24445",0.7854,0.6461,0.2124,0.9146,0.7921,2018,"VA"
"24448",0.736,0.8494,0.1876,0.6146,0.6517,2018,"VA"
"24450",0.4663,0.3438,0.4888,0.6775,0.5528,2018,"VA"
"24457",0.8427,0.3315,0.273,0.3933,0.4899,2018,"VA"
"24458",0.5652,0.5079,0.0989,0.1528,0.2236,2018,"VA"
"24459",0.3281,0.7697,0.1787,0.2281,0.2427,2018,"VA"
"24460",0.6146,0.2449,0.5202,0.2978,0.3697,2018,"VA"
"24464",0.1618,0.0978,0,0.5326,0.1281,2018,"VA"
"24465",0.3157,0.7315,0.0966,0.3843,0.2831,2018,"VA"
"24467",0.2337,0.3011,0.482,0.2921,0.2303,2018,"VA"
"24471",0.327,0.0652,0.1404,0.1663,0.0674,2018,"VA"
"24472",0.9494,0.9629,0.4348,0.7742,0.9348,2018,"VA"
"24473",0.6888,0.1,0,0,0.0708,2018,"VA"
"24474",0.5517,0.6225,0.2449,0.391,0.4034,2018,"VA"
"24476",0.0213,0.8899,0,0,0.0416,2018,"VA"
"24477",0.3865,0.5315,0.2022,0.6921,0.4652,2018,"VA"
"24479",0.4685,0.7899,0.164,0.2404,0.3067,2018,"VA"
"24482",0.6551,0.1528,0.4157,0.627,0.5079,2018,"VA"
"24483",0.3775,0.4337,0,0.0764,0.1022,2018,"VA"
"24484",0.1697,0.1236,0.1888,0.2034,0.0652,2018,"VA"
"24485",0.2315,0.8719,0,0.2854,0.2281,2018,"VA"
"24486",0.4416,0.6438,0.6067,0.4764,0.5382,2018,"VA"
"24487",0.5135,0.7708,0,0.1124,0.2157,2018,"VA"
"24501",0.9169,0.6798,0.8562,0.9888,0.9854,2018,"VA"
"24502",0.664,0.1787,0.7427,0.8876,0.7764,2018,"VA"
"24503",0.3225,0.6371,0.5517,0.7719,0.6247,2018,"VA"
"24504",0.8382,0.6809,0.7742,0.9371,0.9393,2018,"VA"
"24517",0.7506,0.8697,0.6685,0.8663,0.9124,2018,"VA"
"24520",0.5213,0.5596,0.7315,0.3303,0.4978,2018,"VA"
"24521",0.5393,0.6157,0.6596,0.7854,0.7596,2018,"VA"
"24522",0.6056,0.9315,0.5921,0.7978,0.8393,2018,"VA"
"24523",0.6618,0.7337,0.2809,0.9124,0.7865,2018,"VA"
"24526",0.2494,0.3539,0.4506,0.4831,0.3225,2018,"VA"
"24527",0.418,0.2798,0.827,0.3551,0.4382,2018,"VA"
"24528",0.836,0.9551,0.7764,0.7112,0.9303,2018,"VA"
"24529",0.9652,0.8933,0.4652,0.2899,0.7438,2018,"VA"
"24530",0.9404,0.6494,0.7067,0.4798,0.8157,2018,"VA"
"24531",0.6933,0.5191,0.6416,0.8775,0.8281,2018,"VA"
"24534",0.8843,0.4865,0.4449,0.4944,0.6787,2018,"VA"
"24536",0.2753,0.2674,0,0,0.0461,2018,"VA"
"24538",0.3517,0.2865,0.2685,0.3865,0.2685,2018,"VA"
"24539",0.9202,0.3607,0.5607,0.436,0.6753,2018,"VA"
"24540",0.8416,0.9494,0.8079,0.9573,0.9831,2018,"VA"
"24541",0.8697,0.9067,0.8169,0.9438,0.9775,2018,"VA"
"24549",0.8449,0.7124,0.5933,0.8281,0.8843,2018,"VA"
"24550",0.3112,0.3562,0.5876,0.6045,0.464,2018,"VA"
"24551",0.1629,0.3146,0.673,0.5618,0.3798,2018,"VA"
"24553",0.8978,0.4506,0.2258,0.336,0.4989,2018,"VA"
"24554",0.7427,0.8236,0.3,0.6236,0.6978,2018,"VA"
"24555",0.7225,0.7281,0.6742,0.5584,0.7449,2018,"VA"
"24556",0.4348,0.2742,0.2393,0.2438,0.2056,2018,"VA"
"24557",0.8461,0.9618,0.6191,0.9034,0.9461,2018,"VA"
"24558",0.7618,0.736,0.6854,0.8056,0.8753,2018,"VA"
"24562",0.9056,0.5674,0.2258,0.3584,0.5562,2018,"VA"
"24563",0.8135,0.8382,0.5494,0.5034,0.7483,2018,"VA"
"24565",0.9034,0.9573,0.9191,0.7551,0.9708,2018,"VA"
"24566",0.7629,0.7921,0.3079,0.3371,0.5483,2018,"VA"
"24569",0.6573,0.9213,0.3315,0.2247,0.4753,2018,"VA"
"24570",0.1663,0,0,0,0.0067,2018,"VA"
"24571",0.6742,0.7258,0.2831,0.218,0.3775,2018,"VA"
"24572",0.8236,0.7416,0.6247,0.7573,0.8652,2018,"VA"
"24574",0.5449,0.3056,0.6124,0.6191,0.5854,2018,"VA"
"24577",0.8371,0.9944,0.6966,0.5876,0.9225,2018,"VA"
"24578",0.6528,0.1124,0.191,0.5404,0.3528,2018,"VA"
"24579",0.9382,0.6213,0.1101,0.4966,0.6382,2018,"VA"
"24580",0.4573,0.2112,0.3213,0.273,0.2506,2018,"VA"
"24581",0,0.4764,0.5764,0,0.0483,2018,"VA"
"24586",0.9146,0.9011,0.6112,0.6382,0.8876,2018,"VA"
"24588",0.6899,0.6483,0.2978,0.7371,0.6921,2018,"VA"
"24589",0.5494,0.3798,0.6775,0.7607,0.7112,2018,"VA"
"24590",0.609,0.6236,0.2831,0.6876,0.6146,2018,"VA"
"24592",0.8045,0.9146,0.8,0.9551,0.9674,2018,"VA"
"24593",0.618,0.7247,0.3753,0.9427,0.8146,2018,"VA"
"24594",0.9315,0.8663,0.6539,0.2236,0.7135,2018,"VA"
"24595",0.8101,0.0337,0.3045,0.1798,0.1921,2018,"VA"
"24597",0.6079,0.1112,0.7034,0.4337,0.436,2018,"VA"
"24598",0.5618,0.1955,0.2562,0.5978,0.4135,2018,"VA"
"24599",0.8022,0.7303,0.3045,0.4348,0.5989,2018,"VA"
"24601",0,0.4764,0,0,0.0191,2018,"VA"
"24602",0.9011,0.373,0,0.1697,0.3258,2018,"VA"
"24603",0.9933,0.9933,0.4618,0.4011,0.9,2018,"VA"
"24604",1,0.8809,0.127,0.6326,0.8528,2018,"VA"
"24605",0.6764,0.5213,0.5461,0.6494,0.6876,2018,"VA"
